"","Rk","Season","Conf","W","L","W-L%","SRS","SOS","PFPG","PAPG","AP Pre","AP High","AP Final","NCAA Tournament","Coach(es)","team_name","missing"
"225","34","1985","ECACS","26","6",".813","6.97","-3.80","78.4","65.3","","","","Lost Second Round","Paul Evans (26-6)","navy",FALSE
"226","35","1984","ECACS","24","8",".750","0.89","-4.35","74.8","68.0","","","","","Paul Evans (24-8)","navy",FALSE
"227","36","1983","ECACS","18","11",".621","-4.02","-3.50","71.1","70.4","","","","","Paul Evans (18-11)","navy",FALSE
"228","37","1982","ECACS","12","14",".462","-6.49","-3.40","65.2","65.4","","","","","Paul Evans (12-14)","navy",FALSE
"229","38","1981","ECACS","9","16",".360","-7.52","-2.95","66.8","67.9","","","","","Paul Evans (9-16)","navy",FALSE
"230","39","1980","ECACS","14","13",".519","-6.17","-4.26","62.7","61.1","","","","","Bob Hamilton (14-13)","navy",FALSE
"231","40","1979","Ind","13","12",".520","-3.94","-2.69","67.1","64.9","","","","","Bob Hamilton (13-12)","navy",FALSE
"232","41","1978","Ind","14","11",".560","-2.87","-3.11","68.4","66.0","","","","","Bob Hamilton (14-11)","navy",FALSE
"233","42","1977","Ind","13","11",".542","-3.51","-1.68","70.1","64.3","","","","","Bob Hamilton (13-11)","navy",FALSE
"234","43","1976","Ind","10","14",".417","-6.92","-0.55","71.6","70.2","","","","","Dave Smalley (10-14)","navy",FALSE
"235","44","1975","Ind","12","12",".500","-3.79","1.16","66.5","64.3","","","","","Dave Smalley (12-12)","navy",FALSE
"236","45","1974","Ind","9","13",".409","-6.10","-0.72","64.7","63.5","","","","","Dave Smalley (9-13)","navy",FALSE
"237","46","1973","Ind","13","12",".520","-3.73","0.77","65.9","63.3","","","","","Dave Smalley (13-12)","navy",FALSE
"238","47","1972","Ind","10","13",".435","-4.78","1.97","69.2","69.3","","","","","Dave Smalley (10-13)","navy",FALSE
"239","48","1971","Ind","12","12",".500","-6.91","-5.01","65.7","65.0","","","","","Dave Smalley (12-12)","navy",FALSE
"240","49","1970","Ind","4","19",".174","-10.90","-2.85","65.7","73.1","","","","","Dave Smalley (4-19)","navy",FALSE
"241","50","1969","Ind","7","14",".333","-9.73","-3.11","63.8","69.3","","","","","Dave Smalley (7-14)","navy",FALSE
"242","51","1968","Ind","9","11",".450","-8.78","-5.60","73.3","73.4","","","","","Dave Smalley (9-11)","navy",FALSE
"243","52","1967","Ind","8","10",".444","-7.50","-0.97","69.1","74.9","","","","","Dave Smalley (8-10)","navy",FALSE
"244","53","1966","Ind","7","12",".368","-1.85","1.45","69.2","69.9","","","","","Ben Carnevale (7-12)","navy",FALSE
"245","54","1965","Ind","10","10",".500","-1.48","-1.67","75.1","70.4","","","","","Ben Carnevale (10-10)","navy",FALSE
"246","55","1964","Ind","10","12",".455","-6.81","-4.08","71.5","71.5","","","","","Ben Carnevale (10-12)","navy",FALSE
"247","56","1963","Ind","9","9",".500","-3.38","-2.95","67.2","65.6","","","","","Ben Carnevale (9-9)","navy",FALSE
"248","57","1962","Ind","13","8",".619","2.94","-2.11","68.9","61.3","","","","","Ben Carnevale (13-8)","navy",FALSE
"249","58","1961","Ind","10","9",".526","-1.68","-2.40","66.6","66.6","","","","","Ben Carnevale (10-9)","navy",FALSE
"250","59","1960","Ind","16","6",".727","5.62","-2.22","72.1","62.5","","","","Lost First Round","Ben Carnevale (16-6)","navy",FALSE
"251","60","1959","Ind","18","6",".750","5.09","-1.77","68.5","57.7","","","","Lost Regional Semifinal","Ben Carnevale (18-6)","navy",FALSE
"252","61","1958","Ind","10","10",".500","-3.96","-3.71","71.2","68.1","","","","","Ben Carnevale (10-10)","navy",FALSE
"253","62","1957","Ind","15","8",".652","-2.91","-3.60","71.7","66.6","","","","","Ben Carnevale (15-8)","navy",FALSE
"254","63","1956","Ind","10","9",".526","-5.47","-0.47","74.8","67.6","","","","","Ben Carnevale (10-9)","navy",FALSE
"255","64","1955","Ind","11","9",".550","0.53","-1.07","71.6","64.4","","","","","Ben Carnevale (11-9)","navy",FALSE
"256","65","1954","Ind","18","8",".692","5.00","1.41","76.8","70.0","","16","","Lost Regional Final (Final Four)","Ben Carnevale (18-8)","navy",FALSE
"257","66","1953","Ind","16","5",".762","7.62","-2.26","79.7","64.7","","13","","Lost First Round","Ben Carnevale (16-5)","navy",FALSE
"258","67","1952","Ind","16","7",".696","2.49","-3.67","66.3","56.9","","","","","Ben Carnevale (16-7)","navy",FALSE
"259","68","1951","Ind","16","6",".727","-0.68","-5.51","62.8","55.0","","","","","Ben Carnevale (16-6)","navy",FALSE
"260","69","1950","Ind","14","7",".667","0.96","-5.98","59.1","49.9","","","","","Ben Carnevale (14-7)","navy",FALSE
"261","70","1949","Ind","12","9",".571","","","50.7","50.2","","","","","Ben Carnevale (12-9)","navy",FALSE
"262","71","1948","Ind","10","7",".588","","","48.9","44.9","","","","","Ben Carnevale (10-7)","navy",FALSE
"263","72","1947","Ind","16","3",".842","","","","","","","","Lost Regional Semifinal","Ben Carnevale (16-3)","navy",FALSE
"264","73","1946","Ind","12","3",".800","","","","","","","","","John Wilson (12-3)","navy",FALSE
"265","74","1945","Ind","12","2",".857","","","","","","","","","John Wilson (12-2)","navy",FALSE
"266","75","1944","Ind","10","4",".714","","","","","","","","","John Wilson (10-4)","navy",FALSE
"267","76","1943","Ind","6","8",".429","","","","","","","","","John Wilson (6-8)","navy",FALSE
"268","77","1942","Ind","8","6",".571","","","","","","","","","John Wilson (8-6)","navy",FALSE
"269","78","1941","Ind","9","5",".643","","","","","","","","","John Wilson (9-5)","navy",FALSE
"270","79","1940","Ind","3","11",".214","","","","","","","","","John Wilson (3-11)","navy",FALSE
"271","80","1939","Ind","8","6",".571","","","","","","","","","John Wilson (8-6)","navy",FALSE
"272","81","1938","Ind","11","3",".786","","","","","","","","","John Wilson (11-3)","navy",FALSE
"273","82","1937","Ind","9","5",".643","","","","","","","","","John Wilson (9-5)","navy",FALSE
"274","83","1936","Ind","7","7",".500","","","","","","","","","John Wilson (7-7)","navy",FALSE
"275","84","1935","Ind","13","3",".813","","","","","","","","","John Wilson (13-3)","navy",FALSE
"276","85","1934","Ind","11","2",".846","","","","","","","","","John Wilson (11-2)","navy",FALSE
"277","86","1933","Ind","14","2",".875","","","","","","","","","John Wilson (14-2)","navy",FALSE
"278","87","1932","Ind","13","3",".813","","","","","","","","","John Wilson (13-3)","navy",FALSE
"279","88","1931","Ind","14","3",".824","","","","","","","","","John Wilson (14-3)","navy",FALSE
"280","89","1930","Ind","10","6",".625","","","","","","","","","John Wilson (10-6)","navy",FALSE
"281","90","1929","Ind","8","8",".500","","","","","","","","","John Wilson (8-8)","navy",FALSE
"282","91","1928","Ind","13","5",".722","","","","","","","","","John Wilson (13-5)","navy",FALSE
"283","92","1927","Ind","15","2",".882","","","","","","","","","John Wilson (15-2)","navy",FALSE
"284","93","1926","Ind","12","5",".706","","","","","","","","","Herbert Underwood (12-5)","navy",FALSE
"285","94","1925","Ind","18","5",".783","","","","","","","","","James Allen (18-5)","navy",FALSE
"286","95","1924","Ind","15","3",".833","","","","","","","","","James Allen (15-3)","navy",FALSE
"287","96","1923","Ind","14","4",".778","","","","","","","","","James Allen (14-4)","navy",FALSE
"288","97","1922","Ind","16","3",".842","","","","","","","","","Billy Lush (16-3)","navy",FALSE
"289","98","1921","Ind","18","1",".947","","","","","","","","","Billy Lush (18-1)","navy",FALSE
"290","99","1920","Ind","14","3",".824","","","","","","","","","Billy Lush (14-3)","navy",FALSE
"291","100","1919","Ind","16","0","1.000","","","","","","","","","Billy Lush (16-0)","navy",FALSE
"292","101","1918","Ind","14","2",".875","","","","","","","","","James Colliflower (14-2)","navy",FALSE
"293","102","1917","Ind","11","0","1.000","","","","","","","","","James Colliflower (11-0)","navy",FALSE
"294","103","1916","Ind","12","2",".857","","","","","","","","","James Colliflower (12-2)","navy",FALSE
"295","104","1915","Ind","9","2",".818","","","","","","","","","Albert Cohan (9-2)","navy",FALSE
"296","105","1914","Ind","10","0","1.000","","","","","","","","","Laurence Wild (10-0)","navy",FALSE
"297","106","1913","Ind","9","0","1.000","","","","","","","","","Louis Wenzell (9-0)","navy",FALSE
"298","107","1912","Ind","8","1",".889","","","","","","","","","Doc Jacobs (8-1)","navy",FALSE
"299","108","1911","Ind","10","1",".909","","","","","","","","","Bernard Wills (10-1)","navy",FALSE
"300","109","1910","Ind","10","1",".909","","","","","","","","","Billy Lush (10-1)","navy",FALSE
"301","110","1909","Ind","8","3",".727","","","","","","","","","Billy Lush (8-3)","navy",FALSE
"302","111","1908","Ind","2","2",".500","","","","","","","","","John Finneman (2-2)","navy",FALSE
"303","1","2018","MAC","11","6",".647","2.05","-0.83","79.7","76.4","","","","","Tod Kowalczyk (11-6)","toledo",FALSE
"304","2","2017","MAC","17","17",".500","1.16","-0.90","78.7","75.5","","","","","Tod Kowalczyk (17-17)","toledo",FALSE
"305","3","2016","MAC","17","15",".531","2.96","-2.36","77.6","71.4","","","","","Tod Kowalczyk (17-15)","toledo",FALSE
"306","4","2015","MAC","20","13",".606","4.86","0.62","75.2","71.0","","","","","Tod Kowalczyk (20-13)","toledo",FALSE
"307","5","2014","MAC","27","7",".794","3.30","-1.46","79.2","73.2","","","","","Tod Kowalczyk (27-7)","toledo",FALSE
"308","6","2013","MAC","15","13",".536","-2.43","-3.04","68.9","68.3","","","","","Tod Kowalczyk (15-13)","toledo",FALSE
"309","7","2012","MAC","19","17",".528","-3.35","-3.64","69.4","66.3","","","","","Tod Kowalczyk (19-17)","toledo",FALSE
"310","8","2011","MAC","4","28",".125","-14.75","-0.88","57.9","70.2","","","","","Tod Kowalczyk (4-28)","toledo",FALSE
"311","9","2010","MAC","4","28",".125","-14.39","-0.77","54.2","66.8","","","","","Gene Cross (4-28)","toledo",FALSE
"312","10","2009","MAC","7","25",".219","-10.48","-0.96","59.2","67.9","","","","","Gene Cross (7-25)","toledo",FALSE
"313","11","2008","MAC","11","19",".367","-5.58","1.55","59.8","66.9","","","","","Stan Joplin (11-19)","toledo",FALSE
"314","12","2007","MAC","19","13",".594","2.71","1.83","69.0","68.1","","","","","Stan Joplin (19-13)","toledo",FALSE
"315","13","2006","MAC","20","11",".645","3.16","-2.14","69.4","63.9","","","","","Stan Joplin (20-11)","toledo",FALSE
"316","14","2005","MAC","16","13",".552","4.82","3.18","70.9","68.6","","","","","Stan Joplin (16-13)","toledo",FALSE
"317","15","2004","MAC","20","11",".645","2.23","0.97","76.7","75.5","","","","","Stan Joplin (20-11)","toledo",FALSE
"318","16","2003","MAC","13","16",".448","1.82","2.13","70.1","70.4","","","","","Stan Joplin (13-16)","toledo",FALSE
"319","17","2002","MAC","16","14",".533","-0.90","0.93","66.9","68.4","","","","","Stan Joplin (16-14)","toledo",FALSE
"320","18","2001","MAC","22","11",".667","7.01","1.44","72.4","66.8","","","","","Stan Joplin (22-11)","toledo",FALSE
"321","19","2000","MAC","18","13",".581","4.69","2.56","70.9","68.7","","","","","Stan Joplin (18-13)","toledo",FALSE
"322","20","1999","MAC","19","9",".679","8.45","3.09","70.8","63.4","","","","","Stan Joplin (19-9)","toledo",FALSE
"323","21","1998","MAC","15","12",".556","4.55","0.21","70.6","64.8","","","","","Stan Joplin (15-12)","toledo",FALSE
"324","22","1997","MAC","13","14",".481","-0.03","-0.07","71.9","70.6","","","","","Stan Joplin (13-14)","toledo",FALSE
"325","23","1996","MAC","18","14",".563","2.57","1.85","73.6","70.3","","","","","Larry Gipson (18-14)","toledo",FALSE
"326","24","1995","MAC","16","11",".593","2.80","0.32","72.0","68.6","","","","","Larry Gipson (16-11)","toledo",FALSE
"327","25","1994","MAC","15","12",".556","0.58","-2.34","73.5","71.2","","","","","Larry Gipson (15-12)","toledo",FALSE
"328","26","1993","MAC","12","16",".429","-6.50","-4.61","66.8","69.0","","","","","Larry Gipson (12-16)","toledo",FALSE
"329","27","1992","MAC","7","20",".259","-7.34","-0.71","58.4","65.1","","","","","Larry Gipson (7-20)","toledo",FALSE
"330","28","1991","MAC","17","16",".515","-3.19","-0.96","73.9","75.7","","","","","Jay Eck (17-16)","toledo",FALSE
"331","29","1990","MAC","12","16",".429","1.39","2.60","70.6","71.9","","","","","Jay Eck (12-16)","toledo",FALSE
"332","30","1989","MAC","16","15",".516","-1.19","0.01","67.8","68.0","","","","","Jay Eck (16-15)","toledo",FALSE
"333","31","1988","MAC","15","12",".556","-3.64","-3.75","70.0","68.9","","","","","Jay Eck (15-12)","toledo",FALSE
"334","32","1987","MAC","11","17",".393","-5.25","-1.69","74.0","75.1","","","","","Bob Nichols (11-17)","toledo",FALSE
"335","33","1986","MAC","12","17",".414","-5.88","-1.03","69.2","73.9","","","","","Bob Nichols (12-17)","toledo",FALSE
"336","34","1985","MAC","16","12",".571","2.46","0.83","69.3","67.1","","","","","Bob Nichols (16-12)","toledo",FALSE
"337","35","1984","MAC","18","11",".621","2.72","-1.25","70.1","65.4","","","","","Bob Nichols (18-11)","toledo",FALSE
"338","36","1983","MAC","17","12",".586","1.10","-3.25","72.2","66.6","","","","","Bob Nichols (17-12)","toledo",FALSE
"339","37","1982","MAC","15","11",".577","-2.27","-3.83","75.8","71.6","","","","","Bob Nichols (15-11)","toledo",FALSE
"340","38","1981","MAC","21","10",".677","1.39","-1.18","76.5","70.4","","","","","Bob Nichols (21-10)","toledo",FALSE
"341","39","1980","MAC","23","6",".793","6.49","-0.36","78.0","70.6","","","","Lost First Round","Bob Nichols (23-6)","toledo",FALSE
"342","40","1979","MAC","22","8",".733","8.51","-1.72","72.6","62.4","","19","19","Lost Regional Semifinal","Bob Nichols (22-8)","toledo",FALSE
"343","41","1978","MAC","21","6",".778","4.73","-1.98","78.0","67.0","","","","","Bob Nichols (21-6)","toledo",FALSE
"344","42","1977","MAC","21","6",".778","7.37","-1.28","68.3","59.4","","","","","Bob Nichols (21-6)","toledo",FALSE
"345","43","1976","MAC","18","7",".720","5.00","-2.18","79.3","70.0","","","","","Bob Nichols (18-7)","toledo",FALSE
"346","44","1975","MAC","17","9",".654","7.65","3.65","74.5","65.5","","","","","Bob Nichols (17-9)","toledo",FALSE
"347","45","1974","MAC","19","9",".679","7.56","1.72","72.8","66.5","","","","","Bob Nichols (19-9)","toledo",FALSE
"348","46","1973","MAC","15","11",".577","2.33","-0.07","75.0","71.2","","","","","Bob Nichols (15-11)","toledo",FALSE
"349","47","1972","MAC","18","7",".720","4.36","-0.64","78.2","71.0","","","","","Bob Nichols (18-7)","toledo",FALSE
"350","48","1971","MAC","13","11",".542","-2.43","-1.43","69.4","69.0","","","","","Bob Nichols (13-11)","toledo",FALSE
"351","49","1970","MAC","15","9",".625","1.44","0.69","75.2","72.3","","","","","Bob Nichols (15-9)","toledo",FALSE
"352","50","1969","MAC","13","11",".542","8.89","2.03","80.7","72.2","","","","","Bob Nichols (13-11)","toledo",FALSE
"353","51","1968","MAC","16","8",".667","5.10","-0.32","85.6","74.1","","","","","Bob Nichols (16-8)","toledo",FALSE
"354","52","1967","MAC","23","2",".920","11.40","0.30","87.0","75.6","","","","Lost First Round","Bob Nichols (23-2)","toledo",FALSE
"355","53","1966","MAC","13","11",".542","-3.41","-3.46","79.5","76.0","","","","","Bob Nichols (13-11)","toledo",FALSE
"356","54","1965","MAC","13","11",".542","-6.95","-2.24","74.6","79.8","","","","","Edward Melvin (13-11)","toledo",FALSE
"357","55","1964","MAC","13","11",".542","2.00","0.31","78.3","71.8","","9","","","Edward Melvin (13-11)","toledo",FALSE
"358","56","1963","MAC","13","11",".542","-0.44","-1.80","62.9","60.6","","","","","Edward Melvin (13-11)","toledo",FALSE
"359","57","1962","MAC","14","10",".583","1.70","0.75","68.6","65.6","","","","","Edward Melvin (14-10)","toledo",FALSE
"360","58","1961","MAC","15","8",".652","8.03","2.29","71.0","63.9","","","","","Edward Melvin (15-8)","toledo",FALSE
"361","59","1960","MAC","18","6",".750","5.56","0.83","65.4","58.1","","11","","","Edward Melvin (18-6)","toledo",FALSE
"362","60","1959","MAC","11","13",".458","-2.59","0.62","","","","","","","Edward Melvin (11-13)","toledo",FALSE
"363","61","1958","MAC","9","14",".391","-3.22","0.52","","","","","","","Edward Melvin (9-14)","toledo",FALSE
"364","62","1957","MAC","5","19",".208","-14.35","-2.92","","","","","","","Edward Melvin (5-19)","toledo",FALSE
"365","63","1956","MAC","9","13",".409","-4.83","2.31","","","","","","","Edward Melvin (9-13)","toledo",FALSE
"366","64","1955","MAC","5","17",".227","-9.75","-2.57","","","","","","","Edward Melvin (5-17)","toledo",FALSE
"367","65","1954","MAC","13","10",".565","1.48","0.66","70.9","70.0","","","","Lost First Round","Jerry Bush (13-10)","toledo",FALSE
"368","66","1953","MAC","16","7",".696","0.85","-0.38","","","","18","","","Jerry Bush (16-7)","toledo",FALSE
"369","67","1952","MAC","20","11",".645","0.86","-1.52","","","","","","","Jerry Bush (20-11)","toledo",FALSE
"370","68","1951","Ind","22","7",".759","6.10","4.01","65.2","57.5","","10","14","","Jerry Bush (22-7)","toledo",FALSE
"371","69","1950","Ind","22","6",".786","9.23","4.46","61.2","51.9","","14","","","Jerry Bush (22-6)","toledo",FALSE
"372","70","1949","Ind","13","12",".520","","","55.9","52.2","","","","","Jerry Bush (13-12)","toledo",FALSE
"373","71","1948","Ind","21","5",".808","","","","","","","","","Jerry Bush (21-5)","toledo",FALSE
"374","72","1947","Ind","18","6",".750","","","","","","","","","Bill Orwig (18-6)","toledo",FALSE
"375","73","1946","Ind","20","7",".741","","","","","","","","","Rollie Boldt (20-7)","toledo",FALSE
